log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,Entry,ambig,gene_names_ordered_locus,gene_names_primary,Protein.names,locus_tag
2.4593041123723287,0.24443323672999456,10.061250856359282,9,3.4008314067079937e-6,2.930156340019607e-4,NA,0.24390243902439024,DCAS9,no,NA,NA,NA,NA
-0.5379965616724408,0.3808098244331033,-1.4127696481395544,9,0.1913583562624268,0.3481299825922866,NA,0,P15729,no,sll0771,gtr,Glucose transport protein,sll0771
-0.3434835502095454,0.27297609067720435,-1.258291703707181,9,0.23994825951847432,0.40568960047315045,NA,0.07291666666666663,P52983,no,slr1349,pgi,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),slr1349
-0.8021330238833981,0.17040340198800066,-4.707259447436866,9,0.0011087802099791766,0.012118359310947076,NA,0.07499999999999996,P72897,no,slr1619,NA,Rhamnosyl O-methyltransferase,slr1619
-0.14229753246120985,0.20173248637620042,-0.7053773788116932,9,0.4984238990429861,0.6498820088006005,NA,0,P72899,no,slr1063,NA,Slr1063 protein,slr1063
0.6765493887453079,0.3244308638541824,2.085342253532905,9,0.06668512932664417,0.16901484009344686,NA,0,P72900,no,NA,rfbU,Mannosyltransferase B,slr1064
-2.328437945120231,1.220790325563958,-1.9073201157984132,9,0.08884177576988517,0.20321362999079257,NA,0,P72901,no,slr1065,NA,Slr1065 protein,slr1065
-0.5031084752444537,0.23501817981393877,-2.1407215205341092,9,0.060949685286646016,0.15953233584149387,NA,0,P72902,no,slr1066,NA,Slr1066 protein,slr1066
-0.026915249304036337,0.187977937913326,-0.14318302244833955,9,0.8893001274965204,0.9289779217398181,NA,0.20833333333333337,P72903,no,NA,galE,UDP-glucose 4-epimerase (EC 5.1.3.2),slr1067
-0.6380166712365235,0.8318079596916303,-0.7670240033204905,8,0.46509872763838533,0.6207079673687002,NA,0.3125,P72907,no,slr1071,NA,Slr1071 protein,slr1071
0.048305923358113095,0.7687447844528547,0.062837399791264,8,0.9514376285804078,0.9708179308205583,NA,0,P72909,no,slr1073,NA,Slr1073 protein,slr1073
-0.9693703230891816,0.35635201617881157,-2.720260526329582,9,0.02359774787706148,0.08703689884792883,NA,0,P72911,no,slr1076,NA,Slr1076 protein,slr1076
0.4089350498924738,0.4543696759655382,0.9000051533445415,9,0.3915627176324683,0.5578214905954608,NA,0.1428571428571429,P52986,no,sll0455,hom,Homoserine dehydrogenase (HDH) (EC 1.1.1.3),sll0455
-0.5436180250893144,0.47416481565207025,-1.146474827200606,8,0.2847306851041109,0.447998462903035,NA,0,P72912,no,slr1077,NA,Slr1077 protein,slr1077
0.5239166391349388,0.3974713489876109,1.3181242886295919,9,0.22002209150549334,0.37944562458193165,NA,0,P72917,no,ssr1768,NA,Ssr1768 protein,ssr1768
-1.8693817394950256,0.6550080351785939,-2.853982911805535,8,0.021347934560985493,0.08138663901657124,NA,0,P72920,no,slr1083,NA,Slr1083 protein,slr1083
-0.35128779101671226,0.5841502401010257,-0.6013654825442833,9,0.5624354490564039,0.7014973695816409,NA,0.04166666666666663,P72923,no,slr1087,NA,Slr1087 protein,slr1087
