log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,Entry,ambig,gene_names_ordered_locus,gene_names_primary,Protein.names,locus_tag
3.4303435416131114,0.28707641503478903,11.949234983993405,9,7.982964245201174e-7,5.697175482991904e-4,NA,0.22023809523809523,DCAS9,no,NA,NA,NA,NA
0.9476106758967078,0.3533450520299246,2.681828061417017,9,0.025130691376304526,0.07845732060834744,NA,0,P15729,no,sll0771,gtr,Glucose transport protein,sll0771
0.6182162362121438,0.2001578572026974,3.0886433580575545,9,0.012957823178999517,0.05380504105884139,NA,0.07291666666666663,P52983,no,slr1349,pgi,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),slr1349
-0.8775081366774935,0.3869024558906908,-2.2680345480293633,9,0.04952193509142777,0.12285801046436484,NA,0,P72891,no,slr1613,NA,Slr1613 protein,slr1613
0.23083566942341383,0.24899705367068806,0.9270618508149352,9,0.3780849689667698,0.5162499480598559,NA,0.15625,P72893,no,NA,rfbE,Perosamine synthetase,slr1615
1.2164071149258895,0.4710698907818399,2.5822221685767373,9,0.029588568221442957,0.08743679481854483,NA,0.03125,P72894,no,slr1616,NA,Slr1616 protein,slr1616
0.6851545856783863,0.4052824653313199,1.690560644212105,9,0.1251803038417263,0.2350973951974877,NA,0.13888888888888884,P72895,no,slr1617,NA,Slr1617 protein,slr1617
-0.5361385878858318,0.2059283755842462,-2.603519725558633,9,0.028572809828066648,0.08560647342034855,NA,0.1428571428571429,P72896,no,slr1618,NA,Slr1618 protein,slr1618
0.23449441386040948,0.2525114152555832,0.9286487647422295,9,0.3773049942332247,0.5155137157966395,NA,0,P72897,no,slr1619,NA,Rhamnosyl O-methyltransferase,slr1619
0.5191861295566085,0.20780234032336586,2.498461416501332,9,0.033947419646821686,0.09613945167175295,NA,0,P72899,no,slr1063,NA,Slr1063 protein,slr1063
1.4920374287575253,0.5778382673689146,2.5821021434791027,9,0.02959439432745259,0.08743679481854483,NA,0,P72900,no,NA,rfbU,Mannosyltransferase B,slr1064
0.38592743232519366,1.2803627917754539,0.30142037460338544,9,0.7699421399003312,0.8423332251030196,NA,0,P72901,no,slr1065,NA,Slr1065 protein,slr1065
0.8727961948426703,0.4015640130366546,2.1734920623053986,9,0.057783888477906054,0.1359821951420734,NA,0,P72902,no,slr1066,NA,Slr1066 protein,slr1066
0.8737484631531046,0.4747431757996362,1.8404655563113714,9,0.09883843654918012,0.19832529770552448,NA,0.0892857142857143,P52986,no,sll0455,hom,Homoserine dehydrogenase (HDH) (EC 1.1.1.3),sll0455
